Predictions vs Actual: 

    Prediction:         Actual:
              4.492     5
            210.956     190
             88.832     65
            131.836     152
            195.952     181
             127.92     106
             52.288     51
              249.8     212
             91.772     75
            176.888     163
              94.06     100
             56.156     28
            440.404     481
            181.052     154
            324.976     314
            329.404     355
             16.328     9
            268.948     275
            397.996     412
             17.824     4
             197.32     130
            179.408     189
             77.832     98
             12.564     8
            317.084     294
              90.82     92
             77.644     83
            263.316     436
            175.676     153
             73.536     51
            269.604     270
            359.988     492
            462.556     546
              22.66     27
            169.664     159
            276.344     315
             22.424     23
            146.944     256
            177.288     164
             14.836     18
             204.98     225
             95.496     62
            284.076     312
            235.556     214
               31.1     14
              87.08     56
            232.128     243
             64.332     11
            388.924     471
             10.852     14
             280.74     258
            282.412     290
            192.648     174
            172.868     69
            442.152     391
            778.616     746
            214.916     201
            256.316     255
            376.572     211
            292.824     254
              314.1     391
              20.88     20
            369.104     420
             221.64     212
            117.824     91
            137.124     119
            322.496     377
            115.144     64
             219.28     216
            160.728     158
             61.204     66
              5.504     8
            159.788     169
             77.072     76
            107.716     113
            265.288     292
             54.176     122
            285.672     269
            169.134     201
            464.872     525
             195.62     181
             22.692     17
            122.664     128
             96.488     42
            318.448     321
            239.732     236
             163.64     212
             122.06     253
             48.184     28
             14.412     2
               57.2     21
             36.232     48
            490.136     453
            484.424     455
            278.344     261
            571.076     566
            304.304     315
             78.764     57
            317.476     305
            172.732     190
            358.472     394
             127.26     90
            246.732     254
            379.564     396
            175.536     188
             39.808     46
            458.104     531
            216.656     164
            190.196     267
            267.512     245
              2.364     2
             231.02     239
             43.372     50
            164.364     132
             11.204     12
             746.96     782
             619.12     582
            336.736     367
            343.216     366
              2.424     1
             484.44     601
            385.356     520
             79.232     96
            192.088     188
              5.996     4
             78.724     91
            196.892     192
            180.556     164
             122.44     84
            215.804     235
            171.448     300
            426.088     284
             73.144     10
            286.816     309
            305.584     328
             223.52     211
            161.216     138
               7.58     5
             20.432     9
             66.452     75
            355.152     408
             94.744     135
             96.896     80
              76.48     56
              5.932     6
               6.58     2
            145.516     174
            835.556     849
            528.832     585
             40.444     19
             10.048     10
               29.9     31
            165.636     160
              6.836     11
             29.976     28
               9.48     2
            229.396     215
             134.96     129
             109.06     117
            154.972     157
             83.052     87
             564.62     626
            103.932     141
             56.884     52
            193.596     193
             30.836     27
            221.772     360
             593.66     563
               58.4     72
            411.232     444
            121.136     127
            168.716     202
             375.24     318
            300.224     280
             213.36     196
            413.096     371
             151.36     155
             76.228     71
               59.2     54
             18.904     26
            579.612     612
            124.564     94
            673.304     744
              17.64     18
            225.256     137
            167.416     118
             42.536     29
             436.26     527
              42.48     9
            200.472     304
            220.556     177
            736.892     665
             22.328     12
             54.476     9
            183.736     281
             30.104     34
            112.688     102
            248.744     245
            299.432     349
              6.312     3
             43.304     52
            188.708     163
               8.96     14
            402.044     524
            169.396     147
             60.816     67
            127.164     126
            571.376     648
             78.924     93
             129.78     174
             97.596     99
    295.21233333333333     259
             225.24     209
             40.876     45
             73.404     42
            201.204     169
             587.66     656
             172.72     119
            275.496     222
            127.112     135
            204.044     156
              152.5     86
             151.26     166
             57.032     75
            126.336     130
             35.072     11
              11.46     5
              3.916     1
            302.164     367
            282.888     312
             89.536     12
             299.08     330
             39.548     47
            161.584     171
             16.228     22
             25.132     31
            261.088     249
            389.936     317
             49.972     39
            290.076     260
            120.956     121
            539.784     476
             87.588     87
            167.832     175
            176.628     40
             65.228     92
             11.308     6
             22.528     10
            261.092     337
            336.928     142
            141.692     133
              95.74     57
              16.66     4
            211.012     184
             47.508     45
              2.308     1
            220.116     276
             15.612     28
            235.468     242
            196.416     184
            184.852     189
             127.64     105
            326.568     304
            227.476     233
              9.584     4
             29.636     18
              83.98     96
             75.572     86
              250.9     171
             68.044     119
            648.136     632
            243.084     236
            143.916     154
             152.06     144
             285.02     244
              3.756     7
            202.488     221
              7.688     3
             51.092     36
              5.484     6
             330.96     390
             744.04     833
            607.684     592
            843.436     870
            469.448     452
             90.364     79
              72.38     105
             47.092     23
    13.725666666666667     3
            459.824     401
            166.824     215
              399.9     440
            126.236     154
            302.224     300
             40.624     26
            115.836     129
            372.072     403
             22.392     22
            425.616     505
            364.264     408
              42.86     43
              11.94     11
             98.952     75
             11.372     12
    3.406666666666667     3
            100.696     75
            230.644     215
            606.484     610
               6.52     4
            193.248     188
             43.488     27
            281.248     245
            207.256     26
            121.524     124
            423.108     243
            282.784     240
            174.956     166
             219.54     251
              72.68     87
            435.544     421
             73.096     11
              92.52     96
              308.0     367
            280.404     301
            212.512     225
            191.224     253
            136.668     155
            240.788     292
            209.008     204
            220.056     237
            189.608     151
            416.308     424
                8.1     14
            188.304     236
            139.588     203
             21.416     44
              4.992     9
            332.884     66
             339.74     346
            247.556     151
            352.016     411
             24.176     24
            256.568     292
             21.088     7
            161.928     152
             52.212     25
             28.424     20
              175.2     190
            138.636     150
            183.888     166
             171.78     175
             35.956     54
            184.104     204
            404.556     325
             59.876     43
            346.296     325
             81.348     100
             118.78     83
            329.524     293
            124.616     134
             12.684     12
            187.904     195
            534.344     568
             27.716     2
               40.1     29
             239.68     187
            116.268     136
            294.712     350
             712.36     729
             13.496     16
             65.384     61
            212.332     207
             27.032     20
             297.68     378
            138.648     147
            577.348     590
             23.612     7
             26.048     15
             225.02     239
             256.36     333
            323.576     398
             25.284     32
            451.912     435
             34.596     1
              38.52     49
             24.412     1
            574.276     539
            321.244     305
              6.784     7
             47.932     25
            307.712     343
               8.36     7
             96.388     106
            212.568     236
               21.5     7
             92.132     71
                4.5     3
              7.352     5
            330.484     323
            157.756     113
             29.152     26
            347.544     384
            688.108     641
            333.948     364
               7.24     4
             307.16     286
            803.844     683
             52.416     87
            337.344     350
             74.364     102
            375.696     389
            454.088     343
             133.34     149
            262.156     233
            163.684     171
              264.4     207
             45.192     53
            324.656     308
            327.804     344
              2.104     1
             172.08     216
              4.952     2
            334.916     396
             95.956     131
             89.376     75
             20.184     16
             110.22     86
            136.432     175
            869.872     852
            292.688     315
            450.208     444
            127.084     115
              304.3     232
            697.428     777
             471.48     564
            164.876     181
            204.696     193
            416.056     428
              3.264     9
              6.656     8
            199.188     240
             697.04     723
             10.004     10
              6.687     7
             49.936     58
              96.42     106
            240.032     311
            461.992     476
            607.416     568
            128.276     166
             56.908     32
            115.544     157
            298.592     414
            236.616     131
             21.128     15
            367.268     351
            716.292     709
            425.272     426
             10.708     6
               16.6     32
            142.144     114
             19.368     6
            148.428     117
             82.728     84
             65.392     92
             40.912     22
            182.288     168
             45.584     45
             133.28     94
            213.808     350
             71.452     41
                9.6     6
            515.224     490
              34.96     26
             307.54     419
             299.46     286
             48.168     24
            208.404     180
             21.512     20
            473.256     507
            274.772     290
            657.784     646
             56.772     36
            294.456     308
             88.288     95
             22.152     13
             14.868     8
             229.32     220
            174.052     199
              13.94     2
            154.768     158
            173.376     156
             33.396     34
            156.096     332
            180.648     208
            140.592     158
             76.804     90
             90.044     138
            432.396     435
             31.844     3
            704.224     689
            235.484     163
              68.48     38
              5.736     6
              23.58     17
             89.616     62
               91.7     89
             55.384     73
             44.564     50
            613.584     698
              7.068     8
            204.104     218
            201.068     148
            308.188     284
            233.724     226
              6.804     3
            211.608     233
            224.724     293
            261.388     281
             44.852     34
             86.896     114
            313.016     292
             42.144     58
            183.528     220
              7.732     3
            166.888     52
             287.68     232
            580.968     491
            165.188     123
             44.584     48
            144.144     188
             13.276     23
            204.608     250
             74.336     101
             52.576     37
            546.304     537
             85.856     105
              14.46     19
              36.62     14
            338.896     93
             26.856     21
            127.896     133
             58.388     79
              4.904     1
              26.18     32
             97.096     67
            201.556     222
            106.688     102
             66.728     77
             124.38     107
             61.896     60
             50.472     25
               36.4     14
             69.264     74
            209.456     221
            185.496     209
            260.384     221
             64.536     71
             35.348     32
              1.888     3
            210.012     188
              1.592     2
            242.668     238
             60.544     51
             139.06     137
              137.1     143
            156.964     54
            250.484     209
              188.6     155
              4.044     5
            652.712     654
            202.572     183
            381.624     418
              4.732     3
             65.016     51
            568.992     534
            377.716     351
             30.908     19
             56.368     20
            326.768     339
            348.192     389
             16.308     31
            130.956     279
             89.696     99
             18.172     8
              157.2     207
            134.164     202
             30.276     38
             69.796     52
              7.472     7
            515.772     558
             315.18     287
            210.992     183
            351.796     329
             43.396     15
            355.544     469
            134.292     39
             12.732     12
            223.796     198
            122.524     88
            382.804     406
            110.256     121
            283.096     275
            147.376     35
             228.14     171
            293.712     354
             369.94     185
            231.728     314
             176.94     199
             180.86     222
            110.108     151
             10.388     8
            195.384     179
              5.668     3
              7.316     1
            290.568     340
             197.12     209
            107.364     79
            203.052     217
            233.264     267
             25.828     21
            161.692     163
               23.0     20
              56.64     7
             33.968     30
             11.184     8
            207.128     208
              5.608     4
            417.616     504
              29.38     8
            355.448     409
            285.816     281
             64.912     34
            373.892     305
            160.288     182
            206.736     102
            174.116     134
            200.816     250
             239.06     134
              9.932     4
    203.61866666666666     239
             73.532     22
             91.268     16
            277.948     236
             67.904     64
              69.24     7
             52.232     32
             60.452     24
            432.744     300
            515.772     522
            200.008     198
            230.876     141
            131.928     91
             29.876     15
            147.572     306
               5.44     10
            292.504     316
              64.56     64
              423.7     276
             417.62     398
             24.996     3
            250.132     225
             79.396     54
               28.4     19
             66.736     71
            160.064     169
             69.892     35
            296.988     285
            210.544     205
             27.096     21
            282.144     339
             299.46     317
             68.256     47
            227.892     213
            299.672     338
             50.432     49
            306.308     342
            642.768     673
             58.772     108
            124.836     116
            145.516     128
            570.172     562
            221.716     221
            195.184     225
            170.936     312
               3.82     4
            276.584     273
             299.84     297
            647.012     712
             37.352     1
             14.892     18
             46.132     64
            166.572     97
            135.808     111
              73.74     111
            114.832     107
    5.693333333333333     4
            197.216     83
            637.208     568
            185.092     166
              5.072     5
            261.208     258
               45.0     21
             18.224     33
             374.66     362
              9.972     12
            129.392     143
            520.224     559
             45.112     3
             16.636     6
             88.192     50
             177.54     203
            454.908     431
            170.504     143
              25.66     27
            157.064     145
              40.28     28
              11.26     9
            171.184     183
            350.208     383
            135.664     138
            544.316     596
             48.208     49
            216.628     217
              203.8     186
             215.04     182
              7.804     5
             25.184     31
            183.372     118
            226.568     261
            266.396     278
             17.024     10
             68.236     78
            197.712     148
             26.736     25
              140.3     190
             171.06     164
            599.172     703
            132.136     163
             170.24     138
            419.228     465
            120.068     162
              7.012     16
            480.644     466
            446.492     403
            195.428     210
             196.54     185
            138.148     108
              2.228     2
             11.488     3
            117.944     86
            550.052     403
            153.244     56
              72.42     32
                1.7     4
             13.264     13
            109.828     132
            372.136     624
            314.552     289
             41.364     41
            375.896     342
             25.196     24
            429.768     461
            119.104     181
             36.372     11
             88.196     63
             63.076     74
            255.348     249
            347.056     330
            372.832     408
            269.936     234
              101.3     26
             133.38     108
              8.824     5
            196.672     210
            265.284     295
              7.144     6
              19.36     16
              4.712     1
             22.344     12
            153.164     46
            143.364     80
             31.864     19
             81.772     149
              15.88     6
             93.136     71
            119.052     140
             24.072     3
    89.91293333333333     69
            369.228     380
             527.04     532
             338.78     346
             386.88     384
            465.672     585
              6.948     1
             133.04     44
             278.98     228
             26.776     56
            284.888     255
               29.4     30
              4.204     3
            301.376     305
             211.18     172
            358.124     389
             82.432     117
              8.916     1
            299.296     253
             42.268     24
             125.04     150
              95.42     112
            450.428     441
             432.92     397
            219.336     152
            878.548     976
             72.216     88
             83.384     81
            244.084     224
             78.984     78
            194.704     185
              6.808     6
            248.424     233
            662.548     596
            235.408     356
             15.128     7
             25.564     30
              93.52     106
              19.46     10
            145.276     138
            597.284     542
             320.86     282
            467.724     427
            517.752     551
             34.996     6
            191.508     195
            187.176     187
                6.4     4
             54.512     76
             393.88     431
            171.628     177
              57.68     46
            412.852     428
            278.848     259
            101.704     101
            188.896     154
            143.908     32
              3.948     3
             62.172     53
            134.624     73
            128.044     137
            106.812     123
             57.596     120
             34.068     23
             20.812     92
            261.876     239
             89.208     61
              123.7     76
             36.256     2
            111.728     70
            265.896     192
            103.136     190
             45.184     32
             173.48     185
             49.404     32
             570.46     628
            468.924     488
              6.076     1
            272.188     277
            148.348     128
            499.196     369
            218.496     211
            478.232     427
             75.596     66
            383.556     233
            566.224     531
            211.376     268
              5.668     10
             138.72     112
            161.228     193
             33.456     45
             216.28     227
             479.94     391
            299.016     267
            290.456     302
             21.072     10
            199.984     187
            302.208     305
             31.864     28
             28.412     15
             19.036     14
            104.444     130
            484.124     491
             325.74     420
             96.136     36
             247.62     253
             97.716     85
            344.764     363
              183.0     207
              85.98     32
            305.184     281
             248.98     288
              7.104     6
            323.656     333
              56.76     62
             92.036     22
            292.876     254
            126.996     75
              8.496     16
            147.964     148
             45.556     53
            140.948     100
            205.404     210
             87.168     70
            239.296     251
            105.988     123
               37.9     24
              23.28     7
            179.176     190
            190.676     37
            414.096     512
             46.788     22
            134.348     120
            135.468     138
            397.712     408
                4.4     5
            330.944     382
            459.816     431
            650.256     724
            282.132     264
              9.868     14
            424.776     427
            346.952     336
            202.312     33
            228.708     321
            453.632     591
             39.028     37
            423.228     316
             131.56     59
            142.868     226
             34.952     34
            201.756     147
            312.612     268
              62.66     30
             175.18     112
               6.22     3
              23.58     20
            110.452     90
            306.908     276
            368.152     390
            169.264     71
            151.616     141
            409.916     352
            649.108     600
              85.46     73
             18.556     7
              416.4     378
            222.912     225
            127.132     35
              38.32     56
            167.616     208
            270.116     352
             76.416     49
              78.84     53
             14.464     20
               54.4     72
            206.244     196
            389.332     497
            126.924     122
             97.236     80
               5.34     3
             53.688     30
              20.34     10
            110.856     62
             35.672     27
             28.976     13
              2.888     3
            101.776     110
            270.668     274
             34.764     47
            152.188     153
            768.468     834
             353.92     400
             56.844     70
            114.924     88
             471.88     463
             217.62     300
            220.704     222
             225.56     239
             39.308     29
             75.136     60
               3.94     6
            596.476     635
               98.7     112
            290.996     279
             19.676     18
            792.468     843
            116.272     137
              5.324     10
             169.14     133
            318.128     381
              6.367     9
             411.12     632
             335.62     323
            851.408     820
            145.912     142
              5.229     3
             246.32     197
            164.196     216
            239.892     230
             13.196     11
            210.424     235
            209.388     207
             19.172     5
            482.532     543
             578.92     537
            178.568     250
             28.184     22
            143.992     152
             16.908     5
            257.916     284
            161.996     227
             627.56     285
             15.552     33
              76.94     24
               51.0     54
              187.2     201
              88.74     20
              91.04     30
            298.284     193
            317.232     365
             16.124     23
            221.896     229
            431.176     432
    233.7146666666667     248
            342.804     482
            259.704     304
            379.108     626
            178.764     235
             19.556     11
             81.492     86
             96.216     108
            471.996     493
            203.804     54
             74.968     113
             18.416     10
            835.748     812
            117.404     147
              11.86     5
              220.5     346
             422.92     469
             45.048     47
              191.3     88
             84.404     116
            248.836     310
             18.808     15
             228.38     246
            254.576     279
            306.096     405
             59.324     83
            314.232     300
             38.104     50
            173.056     180
            592.232     598
               8.08     11
            116.008     92
             29.304     20
             541.44     590
            181.956     135
            326.832     311
            140.128     149
            182.356     200
            384.428     256
             36.576     51
              14.64     10
            252.744     276
            245.652     153
            153.336     178
             102.48     147
             13.908     10
            759.908     957
              64.82     69
            183.728     214
            610.944     643
            188.272     76
            220.396     217
             25.608     26
            112.352     154
            155.896     150
            140.564     23
             193.28     173
            242.594     228
            381.512     455
             80.856     90
            578.976     581
    326.8965333333333     360
            222.956     225
              22.42     17
             51.472     35
              9.728     4
             16.496     2
              8.236     9
              207.3     176
             77.524     62
             97.892     98
            452.296     430
             255.78     260
             32.372     31
            157.948     152
              8.668     6
             25.516     7
             62.916     98
             460.58     450
            648.808     643
            260.892     338
             25.944     23
            462.384     468
            228.528     89
            328.124     566
            323.888     444
            299.156     305
            201.336     189
             35.772     31
             203.76     172
            250.984     201
             39.776     41
            105.936     73
             134.18     127
            636.544     755
             63.792     65
              2.288     1
             90.876     95
            518.568     568
            304.508     335
            327.024     380
              644.2     441
            410.276     455
            366.944     313
             23.312     15
             27.384     27
              9.012     13
            152.932     223
              13.26     10
            121.732     106
             21.352     21
             284.68     251
              7.548     8
            166.452     127
             26.928     29
             88.744     66
            108.592     52
            206.056     208
             69.016     64
            174.864     123
            601.044     702
            156.336     135
              384.9     471
    137.18533333333335     154
            661.916     592
             545.66     608
             176.86     153
            129.052     102
            208.372     216
               6.72     8
             10.624     11
              217.1     176
            130.892     63
            145.852     161
             118.62     106
            133.152     150
              9.496     4
            460.216     467
             64.128     48
             99.516     97
            181.616     180
               5.06     1
             44.464     47
            165.172     128
            508.744     481
             17.704     15
              6.736     4
              3.884     3
              86.52     15
             271.32     212
             137.04     167
            157.156     177
             92.436     110
              88.84     34
            211.576     208
             69.948     61
             32.832     30
            147.848     128
             30.564     17
             461.98     398
            126.412     136
            133.128     146
             276.28     240
            232.192     110
             109.12     98
            345.592     293
             70.768     74
             31.284     30
             189.92     16
             142.02     119
              513.4     491
             212.56     223
            232.788     209
             341.56     368
             29.052     30
            278.668     287
            309.092     371
             99.512     108
             22.424     20
             89.716     89
            128.264     108
              464.8     547
             38.292     43
            317.232     292
            315.344     307
              1.876     4
            133.144     138
            118.716     105
            585.744     595
            445.656     134
             53.968     19
             171.24     170
            574.556     208
            129.504     147
             19.616     3
             27.432     6
              7.364     16
            139.832     160
            295.524     275
            107.816     62
             95.304     95
             823.08     681
             22.676     31
             28.348     1
             180.38     156
            226.844     188
             13.664     6
            254.732     259
             78.232     34
             12.076     11
            114.252     149
              4.432     3
            134.024     132
            111.784     84
            188.052     190
             254.34     279
            761.836     801
            452.504     571
             22.488     18
             274.96     268
            109.032     117
            248.684     298
              6.284     4
            124.512     86
            192.568     170
            231.132     211
               4.24     5
             119.12     76
             39.956     9
            240.212     238
            460.892     362
             23.924     11
            157.516     126
            107.408     172
            437.132     246
              7.408     6
            204.064     123
             167.08     155
             142.86     220
            215.904     205
            115.564     86
            192.524     131
            311.492     267
             95.504     116
             90.472     79
            208.704     179
             56.756     33
            309.164     314
            625.592     659
            237.508     229
            371.812     356
               35.5     40
            491.108     528
            327.372     292
            155.396     160
              309.1     358
             37.404     24
            126.292     136
            278.708     321
              6.688     9
            186.928     149
            101.448     120
            198.424     208
            247.716     328
            256.848     245
             93.948     84
            453.072     679
             433.28     443
             80.844     64
            296.484     336
               35.9     42
             94.468     84
            242.388     280
              61.72     54
            383.964     430
            155.328     254
            384.456     372
             18.424     18
            257.068     231
            262.252     222
             30.584     30
            144.804     140
            528.036     481
            304.268     349
    291.26959999999997     302
            136.452     180
            333.636     380
              6.742     3
            190.304     190
            380.248     420
             12.188     12
              37.26     39
            423.952     486
             206.52     243
             87.348     98
             27.628     32
            184.528     159
            324.232     490
            243.136     189
    3.1953333333333336     4
             188.24     314
              513.1     552
            365.184     375
            417.484     524
             19.284     11
            203.628     371
             58.588     77
            107.512     81
             93.584     84
            405.276     418
             11.456     10
             84.804     67
            123.008     155
            409.064     508
             13.368     3
            111.872     123
            193.448     242
            281.584     270
                5.4     8
            102.592     142
            198.932     246
            150.824     150
            308.264     424
              7.236     5
              8.028     6
            165.676     104
            199.416     214
            389.804     359
            141.044     116
              219.2     205
            176.344     167
            415.412     408
            123.808     125
             21.732     18
            160.992     238
            251.704     244
            110.444     157
             56.824     50
               6.14     12
            541.188     571
             81.388     82
            489.792     531
            224.724     175
            233.612     303
            228.384     224
            169.204     202
            196.596     216
            310.132     365
            280.044     274
            257.964     297
             99.692     140
             316.48     362
            564.308     559
            263.552     221
            418.768     347
             177.14     187
              92.98     93
             38.616     41
            214.916     170
              6.552     12
            548.696     590
              35.82     23
             78.416     64
            213.084     250
            114.824     14
             32.956     7
             514.08     550
            323.248     364
            216.672     186
             18.176     26
            290.304     251
            207.208     320
            170.124     187
            652.112     842
              9.576     9
             72.568     94
            389.508     397
            181.988     191
            128.268     118
            200.516     102
            106.152     141
            437.288     499
             19.184     7
            481.552     498
             38.672     10
            166.348     132
             12.176     12
             47.836     15
            516.996     586
             77.628     93
            125.784     139
            232.708     198
              352.1     374
            130.908     175
             292.98     170
            366.344     423
              19.06     8
            363.844     309
              34.36     50
            468.568     558
             89.264     101
             44.372     63
            176.008     180
            147.984     26
              4.984     7
             76.208     22
            580.148     556
            396.828     389
            270.892     266
            166.096     152
              4.468     2
            147.144     114
            131.416     123
              7.084     7
            169.612     3
            123.936     95
            129.504     151
              4.004     11
            315.292     274
            692.956     740
             34.572     2
            309.404     280
             46.596     38
            158.156     171
             226.46     196
            351.856     396
            227.456     291
            545.052     572
            511.284     503
              2.092     2
            316.152     284
             31.124     25
            415.748     560
             32.352     29
              7.028     5
            159.348     131
             131.54     114
             86.728     78
            149.888     151
            242.392     259
              6.868     9
             10.676     15
             61.224     69
            350.748     363
            269.268     194
             15.564     13
            474.192     439
            425.588     441
            251.792     375
            269.216     221
             11.156     5
             57.884     73
            100.296     92
             298.56     342
            404.336     458
              33.14     17
            349.248     387
            255.424     223
            151.816     184
             55.228     51
            312.028     440
             467.88     272
             59.104     31
              5.084     1
            425.184     375
             229.16     223
            286.516     270
             165.02     136
             64.032     93
            467.328     500
             79.436     59
            292.828     309
             14.696     18
            158.548     93
             16.556     20
             73.088     56
            205.924     208
              3.928     7
               66.7     75
             94.292     83
            561.816     601
            423.212     406
            566.796     579
            369.496     287
            170.256     185
            183.544     149
             55.816     55
              5.536     5
             302.94     256
               4.26     6
             31.812     27
            485.972     563
              4.252     4
             157.86     147
              6.264     8
               6.44     7
            317.708     364
             64.468     67
             77.608     51
            194.552     268
             77.892     70
            110.522     81
            124.648     39
            286.032     306
              5.596     9
            176.516     169
             16.568     26
             215.78     204
            538.704     522
            249.188     214
            245.752     256
             43.236     34
             67.536     12
              21.28     21
              176.3     115
            489.984     184
            112.328     121
            196.836     178
            108.072     31
             17.448     13
             19.392     14
              5.788     2
            122.948     39
            316.208     395
            400.632     409
             10.988     10
              5.276     1
              4.268     5
            384.892     465
            173.084     162
              286.8     282
              247.4     290
              195.9     197
            480.228     486
            572.348     456
            222.804     263
            167.916     138
            383.432     390
            279.908     281
             19.196     26
            266.508     272
            218.676     260
            213.196     159
              4.516     4
            190.196     245
              7.396     10
            297.992     286
              4.544     4
            145.736     120
               42.0     49
            200.832     209
              32.48     45
            191.072     147
             87.028     60
             15.708     18
             10.552     6
             63.028     24
            130.076     107
              97.48     82
              7.452     1
            144.144     209
            637.572     575
            130.408     130
            232.524     238
             33.048     17
             195.98     197
    19.570666666666664     5
             286.32     299
              111.1     58
             25.288     7
            296.672     328
             38.124     14
            694.568     837
            146.376     240
              193.1     82
             27.488     35
            134.864     123
             77.848     37
            284.392     211
             42.648     31
             310.36     315
            139.636     92
            180.412     161
            317.988     362
             28.352     16
    106.45026666666666     33
             216.98     264
             63.436     60
             12.996     5
                9.0     12
            228.284     324
             103.66     105
            515.784     591
             92.356     98
            112.876     122
              603.8     617
            189.424     240
            268.132     196
            152.428     168
            440.656     518
            123.948     72
            154.728     143
            189.824     178
               5.62     4
              191.4     154
            123.096     122
             35.056     33
             778.18     761
            248.308     260
              65.58     98
            438.192     489
            564.908     651
              9.556     2
            374.832     285
            427.028     457
            221.872     233
            101.112     36
             78.412     71
            285.476     340
            294.144     382
            125.964     71
             59.724     51
              7.544     5
            119.812     99
             595.92     583
             10.636     6
            123.572     78
            365.156     435
              64.96     21
            440.988     406
             30.672     50
              8.356     1
            301.744     267
            114.436     106
             148.24     141
            127.296     53
             31.388     53
            105.304     66
             33.956     37
            203.488     159
             45.444     26
            227.312     163
             75.216     114
             78.708     68
            473.896     508
            167.928     141
            162.128     86
              8.496     8
            210.912     79
            284.008     267
             31.092     30
               34.2     46
             195.52     274
              3.616     3
            135.508     109
            148.544     153
             29.844     23
              140.9     174
              111.0     159
            302.244     171
            231.344     213
             11.688     8
            388.508     407
            224.712     224
              3.068     5
            335.112     285
            128.536     116
              6.548     8
            592.468     694
              7.296     10
              4.868     3
              8.428     3
             127.46     90
             433.74     154
            149.692     206
             78.776     96
             154.92     147
             54.608     82
            406.008     470
            192.408     181
            582.124     596
              133.6     124
             180.68     195
            293.348     291
             49.396     48
            267.832     252
             53.864     81
            338.356     179
              4.908     4
             89.608     149
              87.18     44
             59.648     77
             39.532     51
              682.1     830
            305.376     270
            395.876     383
            760.972     808
             91.496     64
            189.368     177
            151.716     204
             57.644     55
            428.672     482
    2.4893333333333336     2
            105.336     55
            118.752     93
             22.096     16
            188.204     235
             76.584     66
               3.92     1
              5.296     4
              5.644     1
              105.7     151
               3.98     1
            305.796     328
              4.512     3
              9.248     13
            255.104     218
             26.132     20
             35.972     29
               6.84     14
             79.304     66
             34.564     3
            223.644     221
              19.64     21
            110.296     117
              253.7     242
             273.74     299
             364.08     458
             22.232     22
               74.6     50
              77.96     120
            271.348     304
            202.036     190
            281.796     320
            141.912     135
             153.08     205
            183.848     78
            263.268     191
               4.72     1
             399.24     405
             30.008     53
            145.144     127
             256.82     319
              82.94     30
            141.644     139
            502.332     566
              9.156     6
             43.132     44
            257.988     357
            178.956     152
            305.544     342
            437.164     647
            104.812     147
             16.672     14
             278.26     303
             56.988     52
             92.016     84
            100.124     81
            240.268     204
            226.916     144
            651.348     620
            112.168     124
              4.988     6
             400.32     370
             84.388     96
            152.004     201
              188.4     214
              6.892     6
             207.62     176
              7.172     5
             60.564     41
            277.952     252
            229.252     165
            359.848     392
            270.104     260
              2.052     1
             58.288     55
            122.248     90
             217.06     192
            794.856     900
             12.488     8
            174.024     228
            462.448     409
             57.708     28
               7.38     5
              8.504     6
            121.648     99
            106.236     90
             73.952     85
              251.5     236
             182.38     187
             555.16     580
            444.044     345
             27.352     12
            353.264     363
            181.668     245
            401.932     266
             381.38     421
             631.86     692
            721.912     713
              138.7     147
             240.58     282
              57.76     36
            112.444     67
               26.1     25
             392.66     394
              16.62     4
            270.052     262
            173.388     134
             18.112     8
            359.848     383
            184.692     42
            169.064     183
            130.976     50
            214.468     218
             91.932     51
              4.816     1
            185.976     189
            130.704     134
            259.564     307
            181.648     170
             15.944     7
            243.716     224
             75.108     53
            118.148     126
             98.284     82
            104.094     94
            317.584     321
            262.088     236
            102.604     102
              6.412     7
            140.512     142
            156.508     119
            404.592     447
            444.696     482
             265.62     183
            119.036     54
            693.692     233
            248.704     250
            291.564     277
            173.472     198
              93.76     11
            183.436     186
             129.26     137
              2.088     4
            286.176     360
               64.2     56
              88.68     31
             82.304     58
              9.828     6
            121.136     112
              542.8     524
            230.344     232
             83.504     19
            257.608     310
              215.9     228
            328.516     461
             46.884     2
            124.476     142
            174.612     196
               12.0     8
            421.396     412
              39.22     36
            228.764     234
             37.844     9
             26.032     17
            372.816     354
            179.204     213
             39.196     18
            368.408     428
             10.912     4
              4.724     2
             10.372     19
            234.824     278
            292.264     285
              6.192     1
             473.46     663
            352.716     360
              3.796     3
             88.864     74
            110.948     113
             79.916     70
            249.876     304
             122.96     101
            137.468     193
            114.316     109
             52.836     29
            394.328     404
              7.236     9
            127.408     40
             17.572     5
              5.384     5
            109.916     25
             42.064     19
             276.68     270
            304.808     332
            325.032     414
            773.508     819
            207.664     221
             201.46     191
            218.484     303
             650.44     699
            280.004     157
            430.772     423
              20.08     15
            428.324     428
            231.812     250
             60.484     43
              4.204     11
              63.18     44
              59.36     70
            330.216     330
            129.668     153
            176.204     90
            405.276     462
            238.436     221
             608.64     573
             92.732     118
              2.208     10
             58.464     50
             177.02     186
            685.152     668
             188.16     171
             608.36     635
            168.884     71
            366.908     310
             394.26     342
             68.892     72
            386.132     347
              172.6     306
             79.076     71
            319.336     331
               7.06     2
             66.476     66
            732.704     782
            254.836     295
            131.288     36
            318.244     344
             20.336     7
             75.616     92
             56.752     45
            160.024     200
            444.944     515
              270.7     276
            454.716     482
            128.848     211
            104.592     116
               77.0     65
             22.284     17
              31.82     30
            206.296     114
             47.688     45
            125.776     137
             15.556     9
            146.936     195
            127.968     98
